item,layer,cluster,condition,sample,name_shown,shown_clusters,true_pos,scores,pm,top1
L1C96,1,96,gold,2,Western Political Philosophy From Machiavelli,"[93, 116, 117, 96, 104]",3,"[15, 5, 20, 80, 15]",0.5925925925925926,True
L1C96,1,96,shuffled,0,Iberian And Latin American Letters,"[116, 104, 93, 96, 117]",3,"[15, 5, 10, 10, 30]",0.14285714285714285,False
L1C96,1,96,gimme,0,Western Political Philosophy From Machiavelli,"[31, 24, 77, 96, 27]",3,"[2, 1, 1, 85, 1]",0.9444444444444444,True
L1C97,1,97,gold,0,International Security and Foreign Policy,"[99, 116, 93, 97, 98]",3,"[20, 25, 55, 90, 10]",0.45,True
L1C97,1,97,gold,1,International Security and Foreign Policy,"[99, 93, 98, 97, 116]",3,"[30, 55, 10, 90, 20]",0.43902439024390244,True
L1C97,1,97,gold,2,International Security and Foreign Policy,"[98, 99, 93, 97, 116]",3,"[5, 20, 40, 90, 10]",0.5454545454545454,True
L1C97,1,97,shuffled,0,Integrated Organ System Pathophysiology,"[98, 116, 99, 97, 93]",3,"[2, 2, 2, 2, 2]",0.2,False
L1C97,1,97,gimme,0,International Security and Foreign Policy,"[43, 40, 58, 97, 110]",3,"[2, 1, 1, 95, 1]",0.95,True
L1C100,1,100,gold,0,"Asylum, Atrocity Accountability, Border Governance","[100, 93, 102, 112, 107]",0,"[75, 70, 15, 30, 15]",0.36585365853658536,True
L1C100,1,100,gold,1,"Asylum, Atrocity Accountability, Border Governance","[93, 102, 112, 100, 107]",3,"[55, 10, 40, 85, 8]",0.4292929292929293,True
L1C100,1,100,gold,2,"Asylum, Atrocity Accountability, Border Governance","[107, 93, 112, 100, 102]",3,"[15, 55, 40, 75, 10]",0.38461538461538464,True
L1C100,1,100,shuffled,0,Curricular Practical Training Internships,"[100, 107, 112, 93, 102]",0,"[75, 20, 30, 15, 25]",0.45454545454545453,True
L1C100,1,100,gimme,0,"Asylum, Atrocity Accountability, Border Governance","[76, 59, 0, 100, 33]",3,"[0, 0, 0, 95, 0]",1.0,True
L1C102,1,102,gold,0,Criminal Justice Doctrine And Clinics,"[108, 107, 105, 102, 100]",3,"[10, 30, 15, 75, 10]",0.5357142857142857,True
L1C102,1,102,gold,1,Criminal Justice Doctrine And Clinics,"[102, 100, 107, 105, 108]",0,"[65, 40, 55, 15, 10]",0.35135135135135137,True
L1C102,1,102,gold,2,Criminal Justice Doctrine And Clinics,"[107, 105, 102, 108, 100]",2,"[45, 15, 72, 15, 20]",0.4311377245508982,True
L1C102,1,102,shuffled,0,Surgical Clerkships and Clinical Anatomy,"[105, 102, 107, 100, 108]",1,"[2, 2, 2, 3, 2]",0.18181818181818182,False
L1C102,1,102,gimme,0,Criminal Justice Doctrine And Clinics,"[77, 10, 76, 102, 30]",3,"[2, 1, 2, 85, 1]",0.9340659340659341,True
L1C103,1,103,gold,0,Anthropological Theory and Ethnographic Methods,"[79, 112, 114, 113, 103]",4,"[10, 15, 10, 8, 95]",0.6884057971014492,True
L1C103,1,103,gold,1,Anthropological Theory and Ethnographic Methods,"[103, 113, 114, 79, 112]",0,"[95, 15, 10, 5, 10]",0.7037037037037037,True
L1C103,1,103,gold,2,Anthropological Theory and Ethnographic Methods,"[112, 103, 113, 114, 79]",1,"[15, 92, 10, 5, 8]",0.7076923076923077,True
L1C103,1,103,shuffled,0,Introductory Central European Nordic Languages,"[113, 112, 103, 114, 79]",2,"[10, 15, 20, 15, 10]",0.2857142857142857,True
L1C103,1,103,gimme,0,Anthropological Theory and Ethnographic Methods,"[38, 30, 103, 14, 71]",2,"[2, 1, 97, 3, 1]",0.9326923076923077,True
L1C105,1,105,gold,0,"Federal Courts, Amendments, Democratic Structure","[100, 104, 96, 105, 107]",3,"[10, 25, 15, 85, 20]",0.5483870967741935,True
L1C105,1,105,gold,1,"Federal Courts, Amendments, Democratic Structure","[107, 104, 100, 96, 105]",4,"[30, 25, 5, 10, 90]",0.5625,True
L1C105,1,105,gold,2,"Federal Courts, Amendments, Democratic Structure","[105, 100, 107, 104, 96]",0,"[85, 10, 30, 25, 15]",0.5151515151515151,True
L1C105,1,105,shuffled,0,Clinical Psychiatry and Mental Health,"[100, 104, 107, 105, 96]",3,"[15, 5, 10, 5, 5]",0.125,False
L1C105,1,105,gimme,0,"Federal Courts, Amendments, Democratic Structure","[45, 29, 10, 17, 105]",4,"[0, 0, 0, 0, 97]",1.0,True
L1C111,1,111,gold,0,African Slavery and Historical Methods,"[114, 111, 101, 117, 106]",1,"[20, 75, 40, 30, 10]",0.42857142857142855,True
L1C111,1,111,gold,1,African Slavery and Historical Methods,"[111, 106, 101, 114, 117]",0,"[65, 10, 30, 20, 35]",0.40625,True
L1C111,1,111,gold,2,African Slavery and Historical Methods,"[114, 117, 101, 111, 106]",3,"[30, 55, 45, 70, 10]",0.3333333333333333,True
L1C111,1,111,shuffled,0,Surgical Clerkships and Clinical Anatomy,"[101, 106, 114, 117, 111]",4,"[3, 2, 2, 2, 2]",0.18181818181818182,False
L1C111,1,111,gimme,0,African Slavery and Historical Methods,"[63, 111, 50, 39, 67]",1,"[2, 90, 1, 1, 3]",0.9278350515463918,True
L1C117,1,117,gold,0,Anglo-American Revolutions and Survey Histories,"[101, 116, 114, 111, 117]",4,"[25, 15, 10, 10, 75]",0.5555555555555556,True
L1C117,1,117,gold,1,Anglo-American Revolutions and Survey Histories,"[114, 116, 111, 101, 117]",4,"[15, 10, 10, 25, 80]",0.5714285714285714,True
L1C117,1,117,gold,2,Anglo-American Revolutions and Survey Histories,"[111, 116, 101, 114, 117]",4,"[10, 15, 30, 10, 80]",0.5517241379310345,True
L1C117,1,117,shuffled,0,Neuroscience from Synapses to Cognition,"[116, 114, 111, 101, 117]",4,"[3, 3, 3, 3, 3]",0.2,False
L1C117,1,117,gimme,0,Anglo-American Revolutions and Survey Histories,"[23, 117, 14, 45, 75]",1,"[2, 92, 3, 2, 2]",0.9108910891089109,True
L2C0,2,0,gold,0,"Independent Study, Research, and CPT","[10, 0, 32, 28, 31]",1,"[10, 90, 40, 15, 5]",0.5625,True
L2C0,2,0,gold,1,"Independent Study, Research, and CPT","[10, 0, 28, 31, 32]",1,"[10, 90, 15, 5, 30]",0.6,True
L2C0,2,0,gold,2,"Independent Study, Research, and CPT","[31, 0, 10, 32, 28]",1,"[3, 92, 5, 15, 5]",0.7666666666666667,True
L2C0,2,0,shuffled,0,"Legal Profession, Drafting, Dispute Resolution","[32, 31, 28, 0, 10]",3,"[40, 10, 15, 15, 10]",0.16666666666666666,False
L2C0,2,0,gimme,0,"Independent Study, Research, and CPT","[35, 7, 9, 0, 26]",3,"[3, 2, 1, 95, 2]",0.9223300970873787,True
L2C1,2,1,gold,0,Slavic Central European Language Courses,"[31, 4, 3, 1, 2]",3,"[2, 5, 10, 90, 15]",0.7377049180327869,True
L2C1,2,1,gold,1,Slavic Central European Language Courses,"[2, 31, 4, 1, 3]",3,"[10, 2, 15, 95, 5]",0.7480314960629921,True
L2C1,2,1,gold,2,Slavic Central European Language Courses,"[1, 3, 31, 4, 2]",0,"[85, 15, 5, 20, 25]",0.5666666666666667,True
L2C1,2,1,shuffled,0,Quantum Physics and Materials Chemistry,"[2, 31, 4, 1, 3]",3,"[5, 5, 3, 3, 3]",0.15789473684210525,False
L2C1,2,1,gimme,0,Slavic Central European Language Courses,"[11, 15, 21, 9, 1]",4,"[2, 1, 1, 1, 85]",0.9444444444444444,True
L2C2,2,2,gold,0,European Languages and Linguistics,"[2, 1, 3, 4, 31]",0,"[45, 85, 15, 15, 5]",0.2727272727272727,False
L2C2,2,2,gold,1,European Languages and Linguistics,"[31, 2, 4, 1, 3]",1,"[10, 35, 15, 85, 10]",0.22580645161290322,False
L2C2,2,2,gold,2,European Languages and Linguistics,"[2, 4, 31, 3, 1]",0,"[40, 5, 10, 15, 90]",0.25,False
L2C2,2,2,shuffled,0,Leadership and Social-Impact Organizations,"[2, 3, 4, 31, 1]",0,"[10, 5, 5, 30, 3]",0.18867924528301888,False
L2C2,2,2,gimme,0,European Languages and Linguistics,"[2, 13, 12, 11, 22]",0,"[95, 2, 1, 3, 1]",0.9313725490196079,True
L2C3,2,3,gold,0,Asian and Middle Eastern Languages,"[3, 35, 4, 1, 2]",0,"[92, 2, 10, 15, 10]",0.7131782945736435,True
L2C3,2,3,gold,1,Asian and Middle Eastern Languages,"[1, 4, 2, 35, 3]",4,"[30, 15, 10, 0, 90]",0.6206896551724138,True
L2C3,2,3,gold,2,Asian and Middle Eastern Languages,"[35, 2, 4, 1, 3]",4,"[2, 15, 20, 10, 90]",0.656934306569343,True
L2C3,2,3,shuffled,0,"Urban Sociology, Housing and Inequality","[3, 1, 35, 4, 2]",0,"[5, 3, 10, 3, 8]",0.1724137931034483,False
L2C3,2,3,gimme,0,Asian and Middle Eastern Languages,"[26, 22, 23, 3, 21]",3,"[0, 0, 0, 95, 0]",1.0,True
L2C4,2,4,gold,0,African Asian Pacific Language Courses,"[2, 4, 3, 1, 31]",1,"[15, 95, 60, 10, 0]",0.5277777777777778,True
L2C4,2,4,gold,1,African Asian Pacific Language Courses,"[3, 2, 4, 1, 31]",2,"[40, 20, 95, 10, 0]",0.5757575757575758,True
L2C4,2,4,gold,2,African Asian Pacific Language Courses,"[1, 4, 3, 2, 31]",1,"[10, 85, 75, 15, 0]",0.4594594594594595,True
L2C4,2,4,shuffled,0,Public Health Equity and Policy,"[31, 4, 2, 3, 1]",1,"[5, 3, 10, 5, 3]",0.11538461538461539,False
L2C4,2,4,gimme,0,African Asian Pacific Language Courses,"[4, 20, 9, 8, 25]",0,"[95, 0, 0, 0, 0]",1.0,True
L2C5,2,5,gold,0,Theater and Dance Performance Studies,"[5, 7, 34, 6, 35]",0,"[95, 20, 30, 15, 5]",0.5757575757575758,True
L2C5,2,5,gold,1,Theater and Dance Performance Studies,"[5, 34, 6, 7, 35]",0,"[95, 25, 15, 10, 5]",0.6333333333333333,True
L2C5,2,5,gold,2,Theater and Dance Performance Studies,"[34, 35, 5, 6, 7]",2,"[30, 5, 95, 25, 10]",0.5757575757575758,True
L2C5,2,5,shuffled,0,"Computer Systems, Algorithms, and Research","[34, 7, 6, 35, 5]",4,"[5, 3, 3, 2, 3]",0.1875,False
L2C5,2,5,gimme,0,Theater and Dance Performance Studies,"[22, 23, 5, 41, 24]",2,"[2, 3, 97, 2, 2]",0.9150943396226415,True
L2C6,2,6,gold,0,Musicology and Computer Music,"[34, 6, 5, 31, 7]",1,"[5, 75, 15, 5, 65]",0.45454545454545453,True
L2C6,2,6,gold,1,Musicology and Computer Music,"[6, 34, 5, 7, 31]",0,"[78, 5, 15, 55, 3]",0.5,True
L2C6,2,6,gold,2,Musicology and Computer Music,"[7, 34, 6, 5, 31]",2,"[75, 2, 85, 15, 5]",0.46703296703296704,True
L2C6,2,6,shuffled,0,Asian and Middle Eastern Languages,"[31, 5, 34, 7, 6]",4,"[15, 10, 20, 5, 8]",0.13793103448275862,False
L2C6,2,6,gimme,0,Musicology and Computer Music,"[6, 39, 8, 41, 22]",0,"[95, 0, 0, 0, 0]",1.0,True
L2C7,2,7,gold,0,Music Lessons and Performing Ensembles,"[0, 7, 34, 5, 6]",1,"[5, 95, 2, 20, 40]",0.5864197530864198,True
L2C7,2,7,gold,1,Music Lessons and Performing Ensembles,"[7, 0, 5, 6, 34]",0,"[95, 10, 30, 40, 5]",0.5277777777777778,True
L2C7,2,7,gold,2,Music Lessons and Performing Ensembles,"[34, 6, 5, 7, 0]",3,"[5, 40, 15, 95, 0]",0.6129032258064516,True
L2C7,2,7,shuffled,0,Financial Economics and Corporate Finance,"[34, 7, 0, 5, 6]",1,"[2, 2, 3, 2, 2]",0.18181818181818182,False
L2C7,2,7,gimme,0,Music Lessons and Performing Ensembles,"[8, 7, 12, 21, 41]",1,"[2, 97, 1, 1, 1]",0.9509803921568627,True
L2C8,2,8,gold,0,"Philosophy: Metaphysics, Epistemology, Ethics","[14, 40, 8, 27, 37]",2,"[10, 15, 97, 15, 3]",0.6928571428571428,True
L2C8,2,8,gold,1,"Philosophy: Metaphysics, Epistemology, Ethics","[8, 40, 14, 37, 27]",0,"[95, 15, 10, 3, 10]",0.7142857142857143,True
L2C8,2,8,gold,2,"Philosophy: Metaphysics, Epistemology, Ethics","[40, 8, 14, 37, 27]",1,"[15, 95, 10, 5, 10]",0.7037037037037037,True
L2C8,2,8,shuffled,0,Geophysics and Earth System Dynamics,"[8, 27, 14, 40, 37]",0,"[5, 3, 3, 2, 5]",0.2777777777777778,False
L2C8,2,8,gimme,0,"Philosophy: Metaphysics, Epistemology, Ethics","[30, 13, 4, 8, 19]",3,"[5, 3, 2, 95, 2]",0.8878504672897196,True
L2C9,2,9,gold,0,Physical Education Fitness and Sports,"[0, 14, 9, 24, 23]",2,"[5, 10, 97, 8, 8]",0.7578125,True
L2C9,2,9,gold,1,Physical Education Fitness and Sports,"[24, 9, 14, 0, 23]",1,"[2, 97, 3, 5, 2]",0.8899082568807339,True
L2C9,2,9,gold,2,Physical Education Fitness and Sports,"[23, 0, 9, 14, 24]",2,"[10, 5, 97, 8, 3]",0.7886178861788617,True
L2C9,2,9,shuffled,0,Molecular Biology and Bioengineering,"[24, 9, 14, 0, 23]",1,"[40, 2, 10, 15, 20]",0.022988505747126436,False
L2C9,2,9,gimme,0,Physical Education Fitness and Sports,"[9, 8, 11, 12, 39]",0,"[98, 2, 3, 3, 2]",0.9074074074074074,True
L2C10,2,10,gold,0,Education Policy and Teacher Preparation,"[14, 28, 10, 32, 0]",2,"[5, 8, 90, 10, 3]",0.7758620689655172,True
L2C10,2,10,gold,1,Education Policy and Teacher Preparation,"[32, 14, 28, 0, 10]",4,"[10, 5, 8, 5, 78]",0.7358490566037735,True
L2C10,2,10,gold,2,Education Policy and Teacher Preparation,"[10, 0, 32, 28, 14]",0,"[90, 10, 15, 10, 15]",0.6428571428571429,True
L2C10,2,10,shuffled,0,"Global History, Race, and Empire","[0, 28, 32, 10, 14]",3,"[10, 5, 15, 10, 5]",0.2222222222222222,False
L2C10,2,10,gimme,0,Education Policy and Teacher Preparation,"[7, 22, 17, 38, 10]",4,"[2, 3, 3, 5, 90]",0.8737864077669902,True
L2C11,2,11,gold,0,Pure and Applied Mathematics Courses,"[12, 0, 26, 16, 11]",4,"[10, 5, 15, 10, 95]",0.7037037037037037,True
L2C11,2,11,gold,1,Pure and Applied Mathematics Courses,"[11, 16, 0, 26, 12]",0,"[90, 5, 10, 25, 10]",0.6428571428571429,True
L2C11,2,11,gold,2,Pure and Applied Mathematics Courses,"[26, 12, 16, 0, 11]",4,"[20, 10, 15, 5, 90]",0.6428571428571429,True
L2C11,2,11,shuffled,0,Education Policy and Teacher Preparation,"[26, 12, 11, 16, 0]",2,"[5, 3, 2, 2, 15]",0.07407407407407407,False
L2C11,2,11,gimme,0,Pure and Applied Mathematics Courses,"[33, 11, 35, 40, 38]",1,"[0, 95, 0, 0, 0]",1.0,True
L2C12,2,12,gold,0,Aerospace Engineering and Fluid Mechanics,"[17, 12, 19, 16, 13]",1,"[15, 55, 5, 20, 25]",0.4583333333333333,True
L2C12,2,12,gold,1,Aerospace Engineering and Fluid Mechanics,"[16, 17, 12, 13, 19]",2,"[30, 25, 75, 40, 5]",0.42857142857142855,True
L2C12,2,12,gold,2,Aerospace Engineering and Fluid Mechanics,"[16, 19, 13, 12, 17]",3,"[25, 10, 30, 70, 25]",0.4375,True
L2C12,2,12,shuffled,0,African Asian Pacific Language Courses,"[13, 19, 16, 17, 12]",4,"[2, 2, 2, 2, 2]",0.2,False
L2C12,2,12,gimme,0,Aerospace Engineering and Fluid Mechanics,"[15, 12, 4, 5, 1]",1,"[2, 85, 0, 1, 0]",0.9659090909090909,True
L2C13,2,13,gold,0,Structural Engineering and Architectural Design,"[16, 12, 13, 17, 0]",2,"[5, 40, 65, 20, 3]",0.48872180451127817,True
L2C13,2,13,gold,1,Structural Engineering and Architectural Design,"[13, 16, 0, 12, 17]",0,"[60, 3, 5, 55, 20]",0.4195804195804196,True
L2C13,2,13,gold,2,Structural Engineering and Architectural Design,"[16, 17, 0, 12, 13]",4,"[2, 30, 3, 45, 75]",0.4838709677419355,True
L2C13,2,13,shuffled,0,Musicology and Computer Music,"[12, 0, 13, 16, 17]",2,"[15, 10, 5, 5, 5]",0.125,False
L2C13,2,13,gimme,0,Structural Engineering and Architectural Design,"[13, 41, 40, 7, 8]",0,"[90, 2, 2, 2, 2]",0.9183673469387755,True
L2C14,2,14,gold,0,Psychology and Clinical Psychiatry,"[15, 28, 10, 23, 14]",4,"[40, 0, 0, 10, 75]",0.6,True
L2C14,2,14,gold,1,Psychology and Clinical Psychiatry,"[28, 15, 14, 10, 23]",2,"[2, 55, 85, 1, 20]",0.5214723926380368,True
L2C14,2,14,gold,2,Psychology and Clinical Psychiatry,"[23, 14, 28, 15, 10]",1,"[30, 75, 5, 45, 5]",0.46875,True
L2C14,2,14,shuffled,0,European Languages and Linguistics,"[23, 15, 28, 14, 10]",3,"[5, 3, 3, 8, 3]",0.36363636363636365,True
L2C14,2,14,gimme,0,Psychology and Clinical Psychiatry,"[14, 6, 4, 7, 11]",0,"[92, 15, 3, 3, 2]",0.8,True
L2C15,2,15,gold,0,Neuroscience from Synapses to Cognition,"[22, 15, 21, 20, 14]",1,"[5, 95, 20, 10, 15]",0.6551724137931034,True
L2C15,2,15,gold,1,Neuroscience from Synapses to Cognition,"[21, 22, 20, 14, 15]",4,"[20, 5, 10, 30, 92]",0.5859872611464968,True
L2C15,2,15,gold,2,Neuroscience from Synapses to Cognition,"[15, 20, 21, 14, 22]",0,"[95, 15, 30, 20, 5]",0.5757575757575758,True
L2C15,2,15,shuffled,0,African Asian Pacific Language Courses,"[21, 15, 22, 20, 14]",1,"[5, 5, 5, 5, 5]",0.2,False
L2C15,2,15,gimme,0,Neuroscience from Synapses to Cognition,"[40, 30, 34, 15, 33]",3,"[2, 2, 1, 98, 1]",0.9423076923076923,True
L2C16,2,16,gold,0,Quantum Physics and Materials Chemistry,"[19, 12, 17, 0, 16]",4,"[10, 15, 15, 5, 85]",0.6538461538461539,True
L2C16,2,16,gold,1,Quantum Physics and Materials Chemistry,"[16, 19, 0, 17, 12]",0,"[92, 10, 5, 15, 8]",0.7076923076923077,True
L2C16,2,16,gold,2,Quantum Physics and Materials Chemistry,"[12, 17, 19, 0, 16]",4,"[10, 10, 15, 5, 85]",0.68,True
L2C16,2,16,shuffled,0,"Genetic Counseling, Epidemiology, and Bioethics","[17, 16, 19, 12, 0]",1,"[2, 15, 5, 3, 5]",0.5,True
L2C16,2,16,gimme,0,Quantum Physics and Materials Chemistry,"[8, 33, 28, 16, 3]",3,"[2, 1, 1, 97, 1]",0.9509803921568627,True
L2C17,2,17,gold,0,Electrical Engineering Devices and Design,"[13, 26, 17, 16, 12]",2,"[10, 15, 75, 30, 10]",0.5357142857142857,True
L2C17,2,17,gold,1,Electrical Engineering Devices and Design,"[16, 13, 26, 12, 17]",4,"[30, 10, 15, 25, 85]",0.5151515151515151,True
L2C17,2,17,gold,2,Electrical Engineering Devices and Design,"[16, 17, 12, 26, 13]",1,"[20, 75, 10, 5, 5]",0.6521739130434783,True
L2C17,2,17,shuffled,0,Molecular Biology and Bioengineering,"[26, 17, 12, 13, 16]",1,"[3, 10, 15, 8, 20]",0.17857142857142858,False
L2C17,2,17,gimme,0,Electrical Engineering Devices and Design,"[35, 5, 23, 17, 8]",3,"[2, 2, 3, 90, 2]",0.9090909090909091,True
L2C18,2,18,gold,0,Climate Policy and Sustainability Governance,"[19, 18, 32, 0, 28]",1,"[20, 90, 30, 5, 5]",0.6,True
L2C18,2,18,gold,1,Climate Policy and Sustainability Governance,"[19, 18, 0, 28, 32]",1,"[20, 88, 5, 30, 25]",0.5238095238095238,True
L2C18,2,18,gold,2,Climate Policy and Sustainability Governance,"[28, 18, 19, 32, 0]",1,"[5, 88, 20, 30, 5]",0.5945945945945946,True
L2C18,2,18,shuffled,0,Molecular Biology and Bioengineering,"[32, 19, 28, 0, 18]",4,"[2, 5, 3, 5, 10]",0.4,True
L2C18,2,18,gimme,0,Climate Policy and Sustainability Governance,"[24, 26, 18, 9, 15]",2,"[0, 0, 95, 0, 0]",1.0,True
L2C19,2,19,gold,0,Geophysics and Earth System Dynamics,"[19, 16, 12, 0, 18]",0,"[92, 15, 20, 10, 25]",0.5679012345679012,True
L2C19,2,19,gold,1,Geophysics and Earth System Dynamics,"[12, 19, 0, 18, 16]",1,"[10, 92, 5, 20, 5]",0.696969696969697,True
L2C19,2,19,gold,2,Geophysics and Earth System Dynamics,"[19, 12, 0, 18, 16]",0,"[95, 10, 15, 30, 10]",0.59375,True
L2C19,2,19,shuffled,0,Theater and Dance Performance Studies,"[19, 0, 12, 16, 18]",0,"[2, 15, 2, 2, 2]",0.08695652173913043,False
L2C19,2,19,gimme,0,Geophysics and Earth System Dynamics,"[40, 39, 24, 19, 27]",3,"[2, 2, 1, 98, 1]",0.9423076923076923,True
L2C20,2,20,gold,0,Molecular Biology and Bioengineering,"[15, 22, 21, 20, 0]",3,"[15, 30, 25, 80, 5]",0.5161290322580645,True
L2C20,2,20,gold,1,Molecular Biology and Bioengineering,"[22, 20, 21, 15, 0]",1,"[40, 75, 25, 10, 5]",0.4838709677419355,True
L2C20,2,20,gold,2,Molecular Biology and Bioengineering,"[15, 22, 0, 20, 21]",3,"[15, 40, 5, 80, 25]",0.48484848484848486,True
L2C20,2,20,shuffled,0,Ancient Mediterranean Archaeology and Medieval Worlds,"[21, 20, 0, 22, 15]",1,"[5, 3, 10, 2, 2]",0.13636363636363635,False
L2C20,2,20,gimme,0,Molecular Biology and Bioengineering,"[27, 20, 3, 33, 34]",1,"[2, 95, 2, 2, 2]",0.9223300970873787,True
L2C21,2,21,gold,0,"Genetic Counseling, Epidemiology, and Bioethics","[22, 21, 20, 24, 23]",1,"[10, 70, 15, 5, 25]",0.56,True
L2C21,2,21,gold,1,"Genetic Counseling, Epidemiology, and Bioethics","[21, 22, 24, 23, 20]",0,"[80, 15, 10, 40, 10]",0.5161290322580645,True
L2C21,2,21,gold,2,"Genetic Counseling, Epidemiology, and Bioethics","[21, 20, 23, 22, 24]",0,"[85, 15, 40, 10, 5]",0.5483870967741935,True
L2C21,2,21,shuffled,0,"Global History, Race, and Empire","[22, 20, 24, 21, 23]",3,"[5, 5, 3, 15, 35]",0.23809523809523808,False
L2C21,2,21,gimme,0,"Genetic Counseling, Epidemiology, and Bioethics","[38, 21, 13, 1, 6]",1,"[2, 88, 1, 1, 1]",0.946236559139785,True
L2C22,2,22,gold,0,Biodesign and Organ System Medicine,"[23, 20, 22, 21, 24]",2,"[10, 35, 75, 25, 30]",0.42857142857142855,True
L2C22,2,22,gold,1,Biodesign and Organ System Medicine,"[22, 21, 20, 24, 23]",0,"[85, 25, 40, 30, 15]",0.4358974358974359,True
L2C22,2,22,gold,2,Biodesign and Organ System Medicine,"[22, 21, 24, 20, 23]",0,"[85, 20, 30, 40, 10]",0.4594594594594595,True
L2C22,2,22,shuffled,0,"Urban Sociology, Housing and Inequality","[20, 23, 22, 24, 21]",2,"[3, 15, 5, 3, 5]",0.16129032258064516,False
L2C22,2,22,gimme,0,Biodesign and Organ System Medicine,"[3, 22, 2, 34, 5]",1,"[0, 92, 0, 0, 0]",1.0,True
L2C23,2,23,gold,0,Public Health Equity and Policy,"[24, 14, 21, 23, 22]",3,"[5, 10, 40, 85, 30]",0.5,True
L2C23,2,23,gold,1,Public Health Equity and Policy,"[24, 21, 22, 23, 14]",3,"[5, 30, 15, 85, 5]",0.6071428571428571,True
L2C23,2,23,gold,2,Public Health Equity and Policy,"[21, 22, 23, 24, 14]",2,"[30, 20, 85, 10, 5]",0.5666666666666667,True
L2C23,2,23,shuffled,0,African Asian Pacific Language Courses,"[14, 22, 21, 24, 23]",4,"[15, 5, 10, 10, 20]",0.3333333333333333,True
L2C23,2,23,gimme,0,Public Health Equity and Policy,"[23, 2, 13, 7, 19]",0,"[92, 3, 5, 2, 2]",0.8846153846153846,True
L2C24,2,24,gold,0,Hospital Clerkship Rotations,"[9, 23, 22, 21, 24]",4,"[0, 5, 15, 10, 97]",0.7637795275590551,True
L2C24,2,24,gold,1,Hospital Clerkship Rotations,"[23, 9, 21, 24, 22]",3,"[10, 0, 5, 97, 8]",0.8083333333333333,True
L2C24,2,24,gold,2,Hospital Clerkship Rotations,"[22, 24, 21, 23, 9]",1,"[5, 97, 3, 4, 0]",0.8899082568807339,True
L2C24,2,24,shuffled,0,"Legal Profession, Drafting, Dispute Resolution","[23, 21, 22, 24, 9]",3,"[10, 25, 5, 5, 0]",0.1111111111111111,False
L2C24,2,24,gimme,0,Hospital Clerkship Rotations,"[35, 3, 4, 1, 24]",4,"[0, 0, 0, 0, 98]",1.0,True
L2C25,2,25,gold,0,"AI Ethics, Design, and Governance","[10, 0, 31, 26, 25]",4,"[8, 3, 30, 25, 35]",0.3465346534653465,True
L2C25,2,25,gold,1,"AI Ethics, Design, and Governance","[31, 25, 26, 10, 0]",1,"[30, 45, 20, 15, 2]",0.4017857142857143,True
L2C25,2,25,gold,2,"AI Ethics, Design, and Governance","[31, 25, 0, 26, 10]",1,"[40, 30, 5, 15, 5]",0.3157894736842105,False
L2C25,2,25,shuffled,0,Comparative Literature and Fiction Studies,"[0, 10, 25, 26, 31]",2,"[20, 5, 3, 2, 65]",0.031578947368421054,False
L2C25,2,25,gimme,0,"AI Ethics, Design, and Governance","[11, 20, 16, 24, 25]",4,"[5, 3, 5, 2, 60]",0.8,True
L2C26,2,26,gold,0,"Computer Systems, Algorithms, and Research","[26, 11, 16, 25, 17]",0,"[90, 10, 15, 55, 10]",0.5,True
L2C26,2,26,gold,1,"Computer Systems, Algorithms, and Research","[17, 16, 11, 26, 25]",3,"[15, 10, 20, 85, 50]",0.4722222222222222,True
L2C26,2,26,gold,2,"Computer Systems, Algorithms, and Research","[11, 17, 16, 25, 26]",4,"[30, 15, 25, 55, 80]",0.3902439024390244,True
L2C26,2,26,shuffled,0,Molecular Biology and Bioengineering,"[17, 16, 11, 25, 26]",4,"[25, 40, 5, 10, 5]",0.058823529411764705,False
L2C26,2,26,gimme,0,"Computer Systems, Algorithms, and Research","[1, 14, 5, 26, 24]",3,"[2, 10, 3, 95, 2]",0.8482142857142857,True
L2C27,2,27,gold,0,Comparative Religious Studies And Theology,"[35, 27, 38, 8, 37]",1,"[5, 95, 30, 10, 15]",0.6129032258064516,True
L2C27,2,27,gold,1,Comparative Religious Studies And Theology,"[35, 38, 27, 8, 37]",2,"[5, 25, 95, 10, 5]",0.6785714285714286,True
L2C27,2,27,gold,2,Comparative Religious Studies And Theology,"[27, 38, 8, 37, 35]",0,"[95, 20, 15, 10, 5]",0.6551724137931034,True
L2C27,2,27,shuffled,0,"AI Ethics, Design, and Governance","[35, 37, 27, 8, 38]",2,"[5, 8, 10, 72, 5]",0.1,False
L2C27,2,27,gimme,0,Comparative Religious Studies And Theology,"[17, 29, 22, 13, 27]",4,"[0, 1, 2, 1, 98]",0.9607843137254902,True
L2C28,2,28,gold,0,Leadership and Social-Impact Organizations,"[28, 29, 32, 14, 10]",0,"[88, 30, 40, 10, 45]",0.4131455399061033,True
L2C28,2,28,gold,1,Leadership and Social-Impact Organizations,"[32, 10, 14, 29, 28]",4,"[15, 40, 5, 15, 85]",0.53125,True
L2C28,2,28,gold,2,Leadership and Social-Impact Organizations,"[29, 32, 10, 14, 28]",4,"[20, 25, 35, 5, 80]",0.48484848484848486,True
L2C28,2,28,shuffled,0,Slavic Central European Language Courses,"[14, 10, 32, 28, 29]",3,"[5, 5, 3, 3, 3]",0.15789473684210525,False
